REMOTE_PORT,LATENCY,THROUGHPUT,ANOMALY
21,15.94287532482238,16.20299807446642,0
20,12.66645094909174,15.8990837351338,1
80,13.89454962300191,12.95800821585463,0
21,13.62081291712303,15.45947525058772,0
21,15.70548484709227,15.33956526603583,0
23,15.59318972857327,15.61238105671215,0
21,15.48906754712418,15.64087368177291,0
80,15.52704801171451,15.63568031226173,0
21,14.07506707358789,15.76531532927648,0
53,12.95364954381841,15.82328512087584,0
20,12.88787444214799,15.07607810133002,0
80,16.02178960565569,16.25746991816081,0
80,15.9262927071427,16.29725072434191,0
21,12.46559400363085,15.16321211753596,0
21,15.08466278107714,15.44192203204038,0
80,15.53717522545769,15.24224248113181,0
21,15.22250851601845,15.42386187610343,0
21,15.51908495978717,14.09871698993444,0
21,13.11971433616167,15.66081845898369,0
443,13.04681516870484,15.7411524132184,0
20,13.4085201853932,13.76326960024047,0
21,15.19591481245491,15.85318112982812,0
21,15.91470076531303,16.17425986715807,0
21,13.5766996051752,15.04284943755652,0
21,14.02240250750028,13.40646893666083,0
53,12.82213163903098,15.22318782380161,0
20,15.6763661470048,15.89169137219994,0
21,15.94287532482238,16.20299807446642,0
20,12.66645094909174,15.8990837351338,1
80,13.89454962300191,12.95800821585463,0
21,13.62081291712303,15.45947525058772,0
21,15.70548484709227,15.33956526603583,0
23,15.59318972857327,15.61238105671215,0
21,15.48906754712418,15.64087368177291,0
80,15.52704801171451,15.63568031226173,0
21,14.07506707358789,15.76531532927648,0
53,12.95364954381841,15.82328512087584,0
20,12.88787444214799,15.07607810133002,0
23,15.5108889424642,15.30465148682366,0
443,15.16262426407451,15.3938896849634,0
21,13.260655152992,15.48016214411599,0
80,15.25273350867239,15.03134360663839,0
21,12.92124446791387,13.19321540142361,0
443,13.852431292546,13.33213110580615,0
21,14.06856800302965,13.19821236714215,0
21,13.25206981975186,15.36846390294601,0
21,13.70449633962696,13.21431301976872,0
21,15.5087472134072,15.46051652161006,0
80,15.69042695638351,16.48168851978138,0
21,12.95598191982515,12.43703005897334,0
80,13.59312604041728,15.84189902611636,0
21,15.12874638631439,17.14981222613881,0
21,15.26705036670259,15.67551973639503,0
21,15.6614505451442,15.70146451457414,0
21,15.33962672797097,15.49202297710026,0
21,15.2761765458781,15.70590693250814,0
20,15.86049072335336,15.59000779027686,0
20,15.71651844926282,15.73369667477785,0
443,13.83454699853918,16.17138034441191,0
21,16.00076179182642,15.69232970320203,0
80,15.12702715242892,15.91462774747984,0
21,13.84578546855034,15.34139348861173,0
21,15.41426110064101,16.24243182463628,1
21,13.25273726696165,15.00861363933526,0
20,13.66840226015763,15.35886035673854,0
443,13.77534773921765,15.73808512203812,0
21,15.12582342640922,15.92980922624493,0
21,15.54724604324321,15.6333944514067,0
21,14.04258077112493,15.53622696521789,0
21,15.12648161131633,15.34467591276852,0
443,15.26324658304056,15.89556918087115,0
80,15.77324331862399,15.25299473774317,0
23,15.20969933686442,16.14572569071713,0
21,15.10414479623351,15.1605045637764,0
21,15.89828286381979,15.62105187028486,0
21,13.47473582792461,15.59307141917535,0
80,13.77637601475249,15.99194426684731,0
21,12.82770875129005,15.67136906874635,0
21,13.67165486007913,15.11954159126301,0
21,15.38704283906103,15.56936935237784,0
21,15.54320933642332,15.51543150058866,0
21,13.85306094119846,15.60672436869602,0
21,13.62525245784644,15.45209462876985,0
20,15.0157784412311,15.91664093008973,0
21,13.83645753449745,15.24940725360926,0
21,15.22694438547307,15.3479843622948,0
80,13.23742625416296,15.61058751286003,0
21,13.38482919115422,15.7331933025011,0
80,13.87130103241151,15.97399468636979,0
80,13.74951530855867,15.26803135994583,0
21,15.69914333094722,16.05595814533895,0
21,15.80580490719942,15.33258926354469,0
21,15.17222942648117,16.70624397729834,0
21,11.24915511828765,15.13295896107001,0
21,13.88773906521638,15.48548132472444,0
21,15.3258701791002,16.58524064023295,0
443,12.97517063349011,15.1505677140184,0
21,15.07427780835002,17.21973519125371,0
21,15.1620256369139,17.83351945487566,0
21,12.23970014041095,15.72866833837743,0
21,15.82555960703615,15.94500684833057,0
80,13.09763368416417,16.23036500469445,0
21,13.85758877756093,15.03526838191721,0
443,12.39445846815594,15.64448216946588,0
21,15.32186557845068,15.52890629439163,0
80,15.82965092460402,15.71619455432355,0
21,15.80177302202355,16.01808914480403,0
80,15.69751200330076,15.11198748714029,0
20,15.70598656653535,16.46040295414171,0
443,13.59156859810395,15.91975097196414,0
80,12.29984538869378,15.77119467910275,0
21,13.3990474777037,16.11912910518291,0
80,15.13112869806696,15.90031130320181,0
21,15.38581197702793,15.71453967469415,0
23,15.45487421920634,15.4404224240544,0
21,15.52502523459987,16.78653607805479,0
21,15.31499528329094,15.56835427536349,0
21,15.03034873517879,15.6633618769716,0
21,15.42312994571211,15.94109334872472,0
21,13.63615118835241,15.96411634434718,0
21,15.53477942776931,13.35611764012331,0
80,15.61566223678644,14.04241034694619,0
21,13.08085544352481,15.0284594118694,0
21,15.93928677902786,15.54933745884242,0
20,16.0271266262212,15.70965830468461,0
80,15.31925037139242,15.11762658185582,0
23,15.86153307492049,15.28458412390706,0
20,15.01432032507764,16.77971266133154,0
21,13.40765469906171,15.60041190939531,0
80,13.0795973186072,15.19389917316378,0
20,12.68820688788819,13.70109597020173,0
21,15.19232756586644,15.36498178724437,0
21,15.86589365075524,15.47138789706538,0
21,13.39350297747264,15.34389892642248,0
21,13.58659142682796,15.39148496395445,0
21,13.10219289551651,15.3760326021477,0
21,15.54176555566262,16.37233995317341,0
80,15.25602703003231,15.0423494965284,0
20,16.16754760471493,16.36145253974863,0
23,13.63292362573135,13.62886893815872,0
21,15.65349334618363,15.97649220824924,0
21,12.61911799757794,16.77214314245786,0
80,13.03427729514449,15.25689090988086,0
80,10.85940051666349,15.47914434225415,0
20,12.93486070587027,15.60746677979927,0
21,14.0922676551586,15.96212808248882,0
21,12.57248704338531,15.1972734968139,0
80,15.68266703007037,16.22123922102406,0
23,13.2125815156299,15.3518273677709,0
80,13.89975002194823,15.52445650352669,0
20,13.4662664096024,13.65765529406475,0
20,13.13166385488746,15.79882584075226,0
21,15.35439254719252,15.02329268379058,0
21,13.55329410888779,13.73218768633878,0
21,12.89628429130503,15.80983707085099,0
80,15.37264883162727,15.95148191190331,0
23,13.58869050224715,15.19778174710474,0
80,12.26002251889708,15.61364103922988,0
